Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

UserName is = raazesh.sainudiin
Total number of rows output = 20904
Number of rows remaining in subscription = 1968948
Copyright NIWA 2011 Subject to NIWA's Terms and Conditions
See: http://cliflo.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz
// Raaz's Modification of the Text File
// With vi I removed time stamps ":0800" and ":0900" 
// of the daily measurements that interrupted Matlab simple dlmread
// by substitution command ":%s/:0900//g" and ":%s/:0800//g"
// Replaced missing data character '-' with 'NaN' by ":%s/-/NaN/g" in vi
// Replaced 'NaN[0-9]' by '-[0-9]' to leave minus signs alone 
// Removed the last column of "D" for "by definition i.e. grid points"
// using ':%s/,D//g'
// also moved this block from the bottom of file to here.  
// Raaz, 
// Sun 27 Mar 2011 19:26:37 NZDT

Max_min: Daily
Stationate(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
4843,19980202,21.8,24,15.0,24,14.5,24,NaN,NaN,NaN
4843,19980203,23.5,24,12.3,24,9.7,24,NaN,NaN,NaN
4843,19980204,22.9,24,14.9,24,12.2,24,NaN,NaN,NaN
4843,19980205,32.1,24,14.5,24,11.8,24,NaN,NaN,NaN
4843,19980206,29.6,24,16.0,24,12.8,24,NaN,NaN,NaN
4843,19980207,31.4,24,14.9,24,12.0,24,NaN,NaN,NaN
4843,19980208,26.5,24,16.5,24,16.7,24,NaN,NaN,NaN
4843,19980209,31.0,24,17.7,24,16.4,24,NaN,NaN,NaN
4843,19980210,33.2,24,11.6,24,9.1,24,NaN,NaN,NaN
4843,19980211,23.3,24,12.0,24,12.2,24,NaN,NaN,NaN
4843,19980212,22.3,24,12.5,24,10.9,24,NaN,NaN,NaN
4843,19980213,25.8,24,14.1,24,10.8,24,NaN,NaN,NaN
4843,19980214,31.9,24,14.5,24,12.4,24,NaN,NaN,NaN
4843,19980215,32.0,24,16.1,24,12.8,24,NaN,NaN,NaN
4843,19980216,23.9,24,15.8,24,14.6,24,NaN,NaN,NaN
4843,19980217,30.1,24,14.5,24,11.8,24,NaN,NaN,NaN
4843,19980218,33.9,24,16.9,24,17.2,24,NaN,NaN,NaN
4843,19980219,19.1,24,7.7,24,4.5,24,NaN,NaN,NaN
4843,19980220,22.5,24,10.4,24,7.5,24,NaN,NaN,NaN
4843,19980221,27.8,24,17.4,24,13.0,24,NaN,NaN,NaN
4843,19980222,31.0,24,8.4,24,4.3,24,NaN,NaN,NaN
4843,19980223,24.9,24,16.7,24,12.4,24,NaN,NaN,NaN
4843,19980224,22.2,24,10.4,24,9.2,24,NaN,NaN,NaN
4843,19980225,16.9,24,6.3,24,3.6,24,NaN,NaN,NaN
4843,19980226,21.2,24,5.2,24,2.1,24,NaN,NaN,NaN
4843,19980227,20.6,24,11.0,24,8.0,24,NaN,NaN,NaN
4843,19980228,27.3,24,12.1,24,9.9,24,NaN,NaN,NaN
4843,19980301,26.1,24,5.9,24,1.1,24,NaN,NaN,NaN
4843,19980302,22.2,24,11.4,24,10.6,24,NaN,NaN,NaN
4843,19980303,19.6,24,7.1,24,3.8,24,NaN,NaN,NaN
4843,19980304,19.9,24,12.1,24,11.3,24,NaN,NaN,NaN
4843,19980305,21.1,24,7.4,24,3.5,24,NaN,NaN,NaN
4843,19980306,31.3,24,14.5,24,7.9,24,NaN,NaN,NaN
4843,19980307,27.9,24,14.0,24,13.7,24,NaN,NaN,NaN
4843,19980308,18.1,24,12.4,24,10.1,24,NaN,NaN,NaN
4843,19980309,26.2,24,14.1,24,11.5,24,NaN,NaN,NaN
4843,19980310,27.0,24,14.5,24,14.3,24,NaN,NaN,NaN
4843,19980311,27.3,24,15.9,24,15.4,24,NaN,NaN,NaN
4843,19980312,17.7,24,12.9,24,12.7,24,NaN,NaN,NaN
4843,19980313,18.1,24,13.5,24,13.4,24,NaN,NaN,NaN
4843,19980314,20.4,24,11.6,24,9.7,24,NaN,NaN,NaN
4843,19980315,31.3,24,8.8,24,8.0,24,NaN,NaN,NaN
4843,19980316,14.6,24,4.4,24,2.2,24,NaN,NaN,NaN
4843,19980317,16.5,24,3.6,24,0.7,24,NaN,NaN,NaN
4843,19980318,20.9,24,4.3,24,1.9,24,NaN,NaN,NaN
4843,19980319,20.4,24,7.3,24,3.1,24,NaN,NaN,NaN
4843,19980320,27.1,24,9.3,24,6.4,24,NaN,NaN,NaN
4843,19980321,27.5,24,13.3,24,11.1,24,NaN,NaN,NaN
4843,19980322,28.3,24,8.3,24,5.3,24,NaN,NaN,NaN
4843,19980323,18.0,24,7.8,24,5.5,24,NaN,NaN,NaN
4843,19980324,23.8,24,8.9,24,5.9,24,NaN,NaN,NaN
4843,19980325,35.9,24,12.5,24,9.3,24,NaN,NaN,NaN
4843,19980326,28.6,24,10.1,24,6.8,24,NaN,NaN,NaN
4843,19980327,18.9,24,13.0,24,13.1,24,NaN,NaN,NaN
4843,19980328,19.5,24,13.1,24,14.1,24,NaN,NaN,NaN
4843,19980329,19.4,24,13.6,24,13.4,24,NaN,NaN,NaN
4843,19980330,28.7,24,10.7,24,5.5,24,NaN,NaN,NaN
4843,19980331,22.2,24,5.6,24,-0.3,24,NaN,NaN,NaN
4843,19980401,21.1,24,11.0,24,7.0,24,NaN,NaN,NaN
4843,19980402,27.0,24,7.1,24,4.7,24,NaN,NaN,NaN
4843,19980403,16.8,24,4.6,24,0.9,24,NaN,NaN,NaN
4843,19980404,22.0,24,7.0,24,4.4,24,NaN,NaN,NaN
4843,19980405,18.9,24,1.9,24,-1.1,24,NaN,NaN,NaN
4843,19980406,20.5,24,8.0,24,4.1,24,NaN,NaN,NaN
4843,19980407,25.6,24,4.0,24,0.6,24,NaN,NaN,NaN
4843,19980408,19.5,24,10.3,24,8.9,24,NaN,NaN,NaN
4843,19980409,17.3,24,9.6,24,9.4,24,NaN,NaN,NaN
4843,19980410,27.5,24,3.4,24,0.2,24,NaN,NaN,NaN
4843,19980411,16.6,24,5.9,24,3.8,24,NaN,NaN,NaN
4843,19980412,16.2,24,11.0,24,9.3,24,NaN,NaN,NaN
4843,19980413,17.7,24,9.0,24,5.1,24,NaN,NaN,NaN
4843,19980414,22.0,24,12.2,24,10.3,24,NaN,NaN,NaN
4843,19980415,26.6,24,6.2,24,1.8,24,NaN,NaN,NaN
4843,19980416,14.7,24,-0.2,24,-3.9,24,NaN,NaN,NaN
4843,19980417,18.3,24,4.3,24,-0.5,24,NaN,NaN,NaN
4843,19980418,18.1,24,9.0,24,4.5,24,NaN,NaN,NaN
4843,19980419,14.3,24,0.9,24,-2.0,24,NaN,NaN,NaN
4843,19980420,17.6,24,8.3,24,5.4,24,NaN,NaN,NaN
4843,19980421,11.6,24,8.1,24,7.0,24,NaN,NaN,NaN
4843,19980422,15.6,24,10.0,24,8.8,24,NaN,NaN,NaN
4843,19980423,18.5,24,9.7,24,7.1,24,NaN,NaN,NaN
4843,19980424,21.6,24,4.3,24,1.1,24,NaN,NaN,NaN
4843,19980425,18.8,24,4.9,24,2.6,24,NaN,NaN,NaN
4843,19980426,14.4,24,2.0,24,0.4,24,NaN,NaN,NaN
4843,19980427,15.0,24,4.3,24,3.5,24,NaN,NaN,NaN
4843,19980428,15.5,24,9.9,24,6.0,24,NaN,NaN,NaN
4843,19980429,13.4,24,10.2,24,3.0,24,NaN,NaN,NaN
4843,19980430,13.0,24,5.4,24,2.6,24,NaN,NaN,NaN
4843,19980501,12.5,24,9.1,24,9.5,24,NaN,NaN,NaN
4843,19980502,21.8,24,7.5,24,6.3,24,NaN,NaN,NaN
4843,19980503,14.9,24,0.9,24,-1.3,24,NaN,NaN,NaN
4843,19980504,22.3,24,8.9,24,5.8,24,NaN,NaN,NaN
4843,19980505,12.8,24,-0.5,24,-3.1,24,NaN,NaN,NaN
4843,19980506,16.2,24,4.2,24,1.5,24,NaN,NaN,NaN
4843,19980507,14.3,24,9.1,24,9.2,24,NaN,NaN,NaN
4843,19980508,13.2,24,7.3,24,4.2,24,NaN,NaN,NaN
4843,19980509,24.2,24,9.3,24,7.6,24,NaN,NaN,NaN
4843,19980510,13.7,24,4.8,24,1.9,24,NaN,NaN,NaN
4843,19980511,20.1,24,5.8,24,4.2,24,NaN,NaN,NaN
4843,19980512,13.9,24,2.1,24,-0.5,24,NaN,NaN,NaN
4843,19980513,13.7,24,6.4,24,7.2,24,NaN,NaN,NaN
4843,19980514,11.0,24,4.9,24,2.3,24,NaN,NaN,NaN
4843,19980515,10.9,24,3.6,24,0.9,24,NaN,NaN,NaN
4843,19980516,12.1,24,1.9,24,-0.9,24,NaN,NaN,NaN
4843,19980517,19.2,24,4.9,24,4.4,24,NaN,NaN,NaN
4843,19980518,13.3,24,-0.2,24,-3.6,24,NaN,NaN,NaN
4843,19980519,15.4,24,1.2,24,-1.4,24,NaN,NaN,NaN
4843,19980520,14.7,24,3.3,24,0.3,24,NaN,NaN,NaN
4843,19980521,12.8,24,1.9,24,-0.4,24,NaN,NaN,NaN
4843,19980522,12.1,24,10.1,24,7.9,24,NaN,NaN,NaN
4843,19980523,14.3,24,12.1,24,11.0,24,NaN,NaN,NaN
4843,19980524,17.1,24,9.9,24,7.4,24,NaN,NaN,NaN
4843,19980525,16.7,24,6.0,24,2.9,24,NaN,NaN,NaN
4843,19980526,13.4,24,7.9,24,7.8,24,NaN,NaN,NaN
4843,19980527,9.9,24,7.0,24,6.7,24,NaN,NaN,NaN
4843,19980528,8.3,24,0.0,24,-3.0,24,NaN,NaN,NaN
4843,19980529,10.8,24,-0.8,24,-2.7,24,NaN,NaN,NaN
4843,19980530,17.9,24,2.5,24,-0.9,24,NaN,NaN,NaN
4843,19980531,20.2,24,6.2,24,1.7,24,NaN,NaN,NaN
4843,19980601,14.6,24,0.6,24,-2.1,24,NaN,NaN,NaN
4843,19980602,15.5,24,3.9,24,0.9,24,NaN,NaN,NaN
4843,19980603,19.2,24,2.0,24,-1.7,24,NaN,NaN,NaN
4843,19980604,10.4,24,-4.3,24,-6.6,24,NaN,NaN,NaN
4843,19980605,14.5,24,-0.7,24,-4.3,24,NaN,NaN,NaN
4843,19980606,11.0,24,1.1,24,-3.8,24,NaN,NaN,NaN
4843,19980607,10.3,24,2.6,24,3.5,24,NaN,NaN,NaN
4843,19980608,9.5,24,6.3,24,6.4,24,NaN,NaN,NaN
4843,19980609,9.3,24,6.1,24,6.3,24,NaN,NaN,NaN
4843,19980610,10.2,24,7.3,24,7.3,24,NaN,NaN,NaN
4843,19980611,9.2,24,0.2,24,-2.7,24,NaN,NaN,NaN
4843,19980612,9.6,24,0.0,24,-2.5,24,NaN,NaN,NaN
4843,19980613,11.0,24,2.4,24,0.0,24,NaN,NaN,NaN
4843,19980614,11.0,24,3.9,24,3.8,24,NaN,NaN,NaN
4843,19980615,11.9,24,5.8,24,4.6,24,NaN,NaN,NaN
4843,19980616,11.2,24,0.4,24,-2.1,24,NaN,NaN,NaN
4843,19980617,10.7,24,-0.2,24,-3.1,24,NaN,NaN,NaN
4843,19980618,9.4,24,1.4,24,0.0,24,NaN,NaN,NaN
4843,19980619,10.5,24,-2.1,24,-4.5,24,NaN,NaN,NaN
4843,19980620,9.6,24,-3.3,24,-5.5,24,NaN,NaN,NaN
4843,19980621,10.7,24,-2.8,24,-5.3,24,NaN,NaN,NaN
4843,19980622,10.9,24,-1.1,24,-3.1,24,NaN,NaN,NaN
4843,19980623,17.2,24,5.6,24,3.7,24,NaN,NaN,NaN
4843,19980624,7.8,24,0.3,24,-2.5,24,NaN,NaN,NaN
4843,19980625,9.6,24,5.0,24,5.3,24,NaN,NaN,NaN
4843,19980626,21.0,24,7.7,24,2.8,24,NaN,NaN,NaN
4843,19980627,17.0,24,2.2,24,0.7,24,NaN,NaN,NaN
4843,19980628,9.4,24,-3.4,24,-5.9,24,NaN,NaN,NaN
4843,19980629,11.5,24,-3.4,24,-6.1,24,NaN,NaN,NaN
4843,19980630,10.6,24,-1.3,24,-3.3,24,NaN,NaN,NaN
4843,19980701,13.8,24,1.3,24,0.0,24,NaN,NaN,NaN
4843,19980702,10.2,24,6.9,24,6.4,24,NaN,NaN,NaN
4843,19980703,7.3,24,-0.7,24,-2.6,24,NaN,NaN,NaN
4843,19980704,9.9,24,-2.3,24,-3.9,24,NaN,NaN,NaN
4843,19980705,14.2,24,0.0,24,-0.8,24,NaN,NaN,NaN
4843,19980706,9.1,24,-1.7,24,-3.9,24,NaN,NaN,NaN
4843,19980707,10.0,24,-1.1,24,-2.4,24,NaN,NaN,NaN
4843,19980708,12.3,24,5.3,24,5.4,24,NaN,NaN,NaN
4843,19980709,10.3,24,2.2,24,1.0,24,NaN,NaN,NaN
4843,19980710,7.8,24,2.3,24,2.7,24,NaN,NaN,NaN
4843,19980711,10.9,24,6.9,24,5.3,24,NaN,NaN,NaN
4843,19980712,8.9,24,5.0,24,3.7,24,NaN,NaN,NaN
4843,19980713,11.1,24,1.0,24,-1.2,24,NaN,NaN,NaN
4843,19980714,10.7,24,-1.6,24,-4.1,24,NaN,NaN,NaN
4843,19980715,11.9,24,0.2,24,-1.9,24,NaN,NaN,NaN
4843,19980716,11.0,24,-2.2,24,-4.7,24,NaN,NaN,NaN
4843,19980717,7.2,24,-0.1,24,0.0,24,NaN,NaN,NaN
4843,19980718,11.0,24,-1.7,24,-4.4,24,NaN,NaN,NaN
4843,19980719,9.3,24,1.7,24,1.6,24,NaN,NaN,NaN
4843,19980720,10.8,24,1.9,24,0.0,24,NaN,NaN,NaN
4843,19980721,9.9,24,5.0,24,3.1,24,NaN,NaN,NaN
4843,19980722,17.1,24,7.2,24,4.1,24,NaN,NaN,NaN
4843,19980723,20.2,24,12.0,24,10.1,24,NaN,NaN,NaN
4843,19980724,17.0,24,4.7,24,0.0,24,NaN,NaN,NaN
4843,19980725,13.2,24,-1.2,24,-4.7,24,NaN,NaN,NaN
4843,19980726,11.9,24,2.3,24,-1.4,24,NaN,NaN,NaN
4843,19980727,11.6,24,0.8,24,-3.2,24,NaN,NaN,NaN
4843,19980728,11.3,24,3.5,24,1.3,24,NaN,NaN,NaN
4843,19980729,16.7,24,5.7,24,6.1,24,NaN,NaN,NaN
4843,19980730,21.7,24,7.4,24,3.4,24,NaN,NaN,NaN
4843,19980731,16.6,24,4.6,24,-1.0,24,NaN,NaN,NaN
4843,19980801,16.4,24,6.1,24,0.4,24,NaN,NaN,NaN
4843,19980802,16.1,24,4.6,24,0.5,24,NaN,NaN,NaN
4843,19980803,9.7,24,-3.1,24,-6.2,24,NaN,NaN,NaN
4843,19980804,9.3,24,-4.0,24,-7.7,24,NaN,NaN,NaN
4843,19980805,10.9,24,-2.4,24,-4.9,24,NaN,NaN,NaN
4843,19980806,15.8,24,2.0,24,0.5,24,NaN,NaN,NaN
4843,19980807,19.6,24,5.1,24,2.8,24,NaN,NaN,NaN
4843,19980808,13.2,24,-0.3,24,-4.5,24,NaN,NaN,NaN
4843,19980809,10.4,24,-0.8,24,-4.0,24,NaN,NaN,NaN
4843,19980810,9.9,24,-1.3,24,-4.4,24,NaN,NaN,NaN
4843,19980811,7.5,24,0.4,24,0.7,24,NaN,NaN,NaN
4843,19980812,11.1,24,1.7,24,-0.6,24,NaN,NaN,NaN
4843,19980813,9.2,24,0.8,24,-1.6,24,NaN,NaN,NaN
4843,19980814,11.2,24,-0.2,24,-2.7,24,NaN,NaN,NaN
4843,19980815,9.8,24,-2.1,24,-5.6,24,NaN,NaN,NaN
4843,19980816,12.0,24,-0.6,24,-4.0,24,NaN,NaN,NaN
4843,19980817,12.9,24,-2.5,24,-5.6,24,NaN,NaN,NaN
4843,19980818,12.4,24,3.8,24,1.9,24,NaN,NaN,NaN
4843,19980819,10.5,24,-2.8,24,-5.4,24,NaN,NaN,NaN
4843,19980820,9.3,24,-2.7,24,-6.5,24,NaN,NaN,NaN
4843,19980821,9.7,24,1.4,24,-1.0,24,NaN,NaN,NaN
4843,19980822,11.6,24,1.6,24,-5.1,24,NaN,NaN,NaN
4843,19980823,11.7,24,6.1,24,-2.3,24,NaN,NaN,NaN
4843,19980824,11.8,24,6.9,24,3.2,24,NaN,NaN,NaN
4843,19980825,17.5,24,7.1,24,5.7,24,NaN,NaN,NaN
4843,19980826,8.3,24,4.8,24,3.3,24,NaN,NaN,NaN
4843,19980827,9.3,24,6.8,24,6.9,24,NaN,NaN,NaN
4843,19980828,11.6,24,6.3,24,4.7,24,NaN,NaN,NaN
4843,19980829,12.2,24,4.2,24,1.7,24,NaN,NaN,NaN
4843,19980830,17.2,24,2.3,24,1.9,24,NaN,NaN,NaN
4843,19980831,9.8,24,-3.2,24,-6.2,24,NaN,NaN,NaN
4843,19980901,11.1,24,-0.6,24,-4.1,24,NaN,NaN,NaN
4843,19980902,12.9,24,3.6,24,1.6,24,NaN,NaN,NaN
4843,19980903,12.2,24,2.8,24,-1.3,24,NaN,NaN,NaN
4843,19980904,7.4,24,3.3,24,1.3,24,NaN,NaN,NaN
4843,19980905,9.2,24,1.3,24,-1.2,24,NaN,NaN,NaN
4843,19980906,13.8,24,6.5,24,3.8,24,NaN,NaN,NaN
4843,19980907,13.9,24,0.2,24,-3.5,24,NaN,NaN,NaN
4843,19980908,17.8,24,3.3,24,-0.2,24,NaN,NaN,NaN
4843,19980909,16.6,24,-0.5,24,-3.9,24,NaN,NaN,NaN
4843,19980910,12.1,24,-0.8,24,-3.9,24,NaN,NaN,NaN
4843,19980911,18.3,24,0.0,24,-2.7,24,NaN,NaN,NaN
4843,19980912,14.0,24,1.4,24,-1.8,24,NaN,NaN,NaN
4843,19980913,12.9,24,9.1,24,-0.8,24,NaN,NaN,NaN
4843,19980914,14.3,24,2.1,24,-1.3,24,NaN,NaN,NaN
4843,19980915,19.7,24,9.5,24,8.6,24,NaN,NaN,NaN
4843,19980916,23.0,24,11.1,24,7.7,24,NaN,NaN,NaN
4843,19980917,23.3,24,3.8,24,1.0,24,NaN,NaN,NaN
4843,19980918,12.4,24,5.9,24,2.2,24,NaN,NaN,NaN
4843,19980919,14.9,24,1.6,24,-1.7,24,NaN,NaN,NaN
4843,19980920,22.6,24,3.5,24,-0.1,24,NaN,NaN,NaN
4843,19980921,16.4,24,7.1,24,4.6,24,NaN,NaN,NaN
4843,19980922,16.3,24,3.1,24,-1.2,24,NaN,NaN,NaN
4843,19980923,18.0,24,2.9,24,-1.4,24,NaN,NaN,NaN
4843,19980924,16.4,24,4.2,24,0.3,24,NaN,NaN,NaN
4843,19980925,18.3,24,9.8,24,6.0,24,NaN,NaN,NaN
4843,19980926,11.3,24,7.5,24,7.3,24,NaN,NaN,NaN
4843,19980927,11.3,24,8.4,24,8.4,24,NaN,NaN,NaN
4843,19980928,14.1,24,6.6,24,4.1,24,NaN,NaN,NaN
4843,19980929,15.7,24,6.7,24,4.0,24,NaN,NaN,NaN
4843,19980930,19.6,24,3.9,24,-1.6,24,NaN,NaN,NaN
4843,19981001,24.8,24,6.7,24,1.4,24,NaN,NaN,NaN
4843,19981002,17.5,24,9.0,24,6.7,24,NaN,NaN,NaN
4843,19981003,10.2,24,5.0,24,4.6,24,NaN,NaN,NaN
4843,19981004,14.7,24,3.3,24,0.2,24,NaN,NaN,NaN
4843,19981005,19.8,24,5.4,24,0.5,24,NaN,NaN,NaN
4843,19981006,19.1,24,2.5,24,-0.5,24,NaN,NaN,NaN
4843,19981007,16.8,24,7.2,24,4.8,24,NaN,NaN,NaN
4843,19981008,19.8,24,13.4,24,13.2,24,NaN,NaN,NaN
4843,19981009,26.5,24,9.4,24,5.6,24,NaN,NaN,NaN
4843,19981010,14.8,24,8.6,24,8.7,24,NaN,NaN,NaN
4843,19981011,15.9,24,8.3,24,8.4,24,NaN,NaN,NaN
4843,19981012,13.9,24,8.9,24,9.1,24,NaN,NaN,NaN
4843,19981013,12.8,24,10.3,24,10.4,24,NaN,NaN,NaN
4843,19981014,16.6,24,6.7,24,2.4,24,NaN,NaN,NaN
4843,19981015,21.4,24,8.8,24,8.2,24,NaN,NaN,NaN
4843,19981016,15.2,24,8.1,24,7.1,24,NaN,NaN,NaN
4843,19981017,14.0,24,0.9,24,-1.6,24,NaN,NaN,NaN
4843,19981018,16.9,24,2.9,24,-0.2,24,NaN,NaN,NaN
4843,19981019,21.7,24,11.5,24,7.5,24,NaN,NaN,NaN
4843,19981020,19.8,24,9.7,24,5.8,24,NaN,NaN,NaN
4843,19981021,18.1,24,4.5,24,1.5,24,NaN,NaN,NaN
4843,19981022,17.9,24,4.0,24,-0.2,24,NaN,NaN,NaN
4843,19981023,14.3,24,-0.3,24,-3.7,24,NaN,NaN,NaN
4843,19981024,17.7,24,-1.6,24,-4.6,24,NaN,NaN,NaN
4843,19981025,15.6,24,3.5,24,-1.9,24,NaN,NaN,NaN
4843,19981026,20.4,24,13.3,24,10.1,24,NaN,NaN,NaN
4843,19981027,21.3,24,13.8,24,10.1,24,NaN,NaN,NaN
4843,19981028,27.1,24,11.3,24,11.3,24,NaN,NaN,NaN
4843,19981029,13.7,24,10.7,24,10.4,24,NaN,NaN,NaN
4843,19981030,22.2,24,8.6,24,7.1,24,NaN,NaN,NaN
4843,19981031,17.3,24,8.7,24,8.3,24,NaN,NaN,NaN
4843,19981101,14.0,24,8.6,24,8.5,24,NaN,NaN,NaN
4843,19981102,11.5,24,6.4,24,3.9,24,NaN,NaN,NaN
4843,19981103,11.6,24,8.4,24,4.8,24,NaN,NaN,NaN
4843,19981104,12.2,24,7.2,24,5.5,24,NaN,NaN,NaN
4843,19981105,15.6,24,7.1,24,2.7,24,NaN,NaN,NaN
4843,19981106,18.9,24,8.4,24,4.9,24,NaN,NaN,NaN
4843,19981107,24.9,24,8.3,24,6.5,24,NaN,NaN,NaN
4843,19981108,17.2,24,5.5,24,3.7,24,NaN,NaN,NaN
4843,19981109,16.5,24,7.6,24,3.4,24,NaN,NaN,NaN
4843,19981110,24.2,24,7.5,24,4.4,24,NaN,NaN,NaN
4843,19981111,17.9,24,6.7,24,3.2,24,NaN,NaN,NaN
4843,19981112,16.7,24,7.4,24,3.8,24,NaN,NaN,NaN
4843,19981113,24.0,24,7.0,24,5.7,24,NaN,NaN,NaN
4843,19981114,15.3,24,3.0,24,-1.4,24,NaN,NaN,NaN
4843,19981115,16.4,24,5.1,24,1.1,24,NaN,NaN,NaN
4843,19981116,17.1,24,11.4,24,10.0,24,NaN,NaN,NaN
4843,19981117,20.3,24,4.8,24,2.2,24,NaN,NaN,NaN
4843,19981118,23.2,24,7.8,24,3.9,24,NaN,NaN,NaN
4843,19981119,22.3,24,10.7,24,9.5,24,NaN,NaN,NaN
4843,19981120,17.7,24,8.3,24,7.9,24,NaN,NaN,NaN
4843,19981121,13.9,24,5.9,24,1.7,24,NaN,NaN,NaN
4843,19981122,17.4,24,10.0,24,10.4,24,NaN,NaN,NaN
4843,19981123,15.4,24,9.3,24,7.2,24,NaN,NaN,NaN
4843,19981124,22.4,24,6.3,24,-0.3,24,NaN,NaN,NaN
4843,19981125,18.3,24,9.3,24,5.5,24,NaN,NaN,NaN
4843,19981126,13.4,24,7.3,24,7.4,24,NaN,NaN,NaN
4843,19981127,11.9,24,3.7,24,1.0,24,NaN,NaN,NaN
4843,19981128,14.6,24,1.1,24,-2.3,24,NaN,NaN,NaN
4843,19981129,15.3,24,10.8,24,9.7,24,NaN,NaN,NaN
4843,19981130,16.7,24,12.3,24,12.3,24,NaN,NaN,NaN
4843,19981201,23.0,24,12.8,24,8.1,24,NaN,NaN,NaN
4843,19981202,24.8,24,8.9,24,4.6,24,NaN,NaN,NaN
4843,19981203,18.2,24,10.0,24,8.8,24,NaN,NaN,NaN
4843,19981204,15.2,24,10.5,24,10.4,24,NaN,NaN,NaN
4843,19981205,15.1,24,10.9,24,9.9,24,NaN,NaN,NaN
4843,19981206,19.4,24,8.4,24,3.7,24,NaN,NaN,NaN
4843,19981207,19.8,24,4.6,24,0.6,24,NaN,NaN,NaN
4843,19981208,24.0,24,9.9,24,4.4,24,NaN,NaN,NaN
4843,19981209,22.3,24,6.6,24,4.2,24,NaN,NaN,NaN
4843,19981210,22.7,24,6.4,24,3.1,24,NaN,NaN,NaN
4843,19981211,16.7,24,8.2,24,6.6,24,NaN,NaN,NaN
4843,19981212,16.2,24,8.6,24,6.0,24,NaN,NaN,NaN
4843,19981213,22.9,24,9.5,24,7.8,24,NaN,NaN,NaN
4843,19981214,30.7,24,9.1,24,9.2,24,NaN,NaN,NaN
4843,19981215,16.9,24,11.3,24,11.3,24,NaN,NaN,NaN
4843,19981216,17.0,24,12.6,24,11.8,24,NaN,NaN,NaN
4843,19981217,20.6,24,14.0,24,13.2,24,NaN,NaN,NaN
4843,19981218,19.4,24,14.3,24,14.3,24,NaN,NaN,NaN
4843,19981219,16.7,24,14.9,24,15.0,24,NaN,NaN,NaN
4843,19981220,28.4,24,15.1,24,9.2,24,NaN,NaN,NaN
4843,19981221,28.7,24,10.9,24,8.9,24,NaN,NaN,NaN
4843,19981222,19.2,24,13.1,24,10.5,24,NaN,NaN,NaN
4843,19981223,26.4,24,13.4,24,13.6,24,NaN,NaN,NaN
4843,19981224,19.7,24,5.9,24,2.6,24,NaN,NaN,NaN
4843,19981225,19.2,24,5.7,24,2.2,24,NaN,NaN,NaN
4843,19981226,18.2,24,7.7,24,5.3,24,NaN,NaN,NaN
4843,19981227,19.3,24,13.1,24,11.6,24,NaN,NaN,NaN
4843,19981228,20.7,24,8.1,24,5.3,24,NaN,NaN,NaN
4843,19981229,31.7,24,12.1,24,7.2,24,NaN,NaN,NaN
4843,19981230,28.3,24,15.3,24,14.9,24,NaN,NaN,NaN
4843,19981231,26.1,24,13.7,24,12.1,24,NaN,NaN,NaN
4843,19990101,30.0,24,12.9,24,10.9,24,NaN,NaN,NaN
4843,19990102,22.2,24,15.1,24,13.9,24,NaN,NaN,NaN
4843,19990103,22.3,24,10.8,24,7.7,24,NaN,NaN,NaN
4843,19990104,22.7,24,16.0,24,15.2,24,NaN,NaN,NaN
4843,19990105,22.9,24,14.3,24,12.7,24,NaN,NaN,NaN
4843,19990106,27.7,24,16.1,24,15.5,24,NaN,NaN,NaN
4843,19990107,25.7,24,11.7,24,8.2,24,NaN,NaN,NaN
4843,19990108,29.5,24,12.3,24,12.0,24,NaN,NaN,NaN
4843,19990109,16.0,24,10.4,24,10.6,24,NaN,NaN,NaN
4843,19990110,21.5,24,10.3,24,7.7,24,NaN,NaN,NaN
4843,19990111,19.6,24,9.7,24,5.9,24,NaN,NaN,NaN
4843,19990112,25.0,24,11.0,24,8.0,24,NaN,NaN,NaN
4843,19990113,29.3,24,13.8,24,9.2,24,NaN,NaN,NaN
4843,19990114,26.9,24,16.4,24,16.2,24,NaN,NaN,NaN
4843,19990115,27.5,24,12.2,24,12.2,24,NaN,NaN,NaN
4843,19990116,16.2,24,11.9,24,10.4,24,NaN,NaN,NaN
4843,19990117,21.7,24,15.6,24,15.6,24,NaN,NaN,NaN
4843,19990118,24.7,24,14.3,24,13.7,24,NaN,NaN,NaN
4843,19990119,21.7,24,12.9,24,9.4,24,NaN,NaN,NaN
4843,19990120,23.8,24,15.4,24,15.1,24,NaN,NaN,NaN
4843,19990121,22.2,24,14.3,24,10.7,24,NaN,NaN,NaN
4843,19990122,18.8,24,11.8,24,11.2,24,NaN,NaN,NaN
4843,19990123,16.4,24,10.8,24,9.7,24,NaN,NaN,NaN
